Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff,PYds,PRYds
2018-09-30,49ers,Chargers,3,13:37,4,17,SFO 22,17-17,Bradley Pinion punts 50 yards returned by Desmond King for 21 yards (tackle by Elijah Lee),,-1.900,-2.190,-0.29,50,21
2018-09-30,49ers,Chargers,3,6:04,4,1,SFO 33,17-26,Bradley Pinion punts 48 yards returned by Desmond King for 6 yards (tackle by Tyvis Powell),,-1.180,-0.610,.57,48,6
2018-09-30,Chargers,49ers,3,3:45,4,13,SDG 37,26-17,Drew Kaser punts 47 yards fair catch by Trent Taylor,,-0.910,0.140,1.05,47,
2018-09-30,Chargers,49ers,3,1:17,4,10,SDG 40,26-24,Drew Kaser punts 42 yards returned by Trent Taylor for 8 yards (tackle by Austin Ekeler). Penalty on Nick Dzubnar: Offensive Holding 10 yards,,-0.720,-1.330,-0.61,42,8
2018-09-30,49ers,Chargers,4,6:58,4,3,SFO 24,27-29,Bradley Pinion punts 37 yards fair catch by Desmond King,,-1.770,-1.530,.24,37,
2018-09-30,Chargers,49ers,4,3:57,4,1,SFO 37,29-27,Drew Kaser punts 30 yards,,0.790,0.380,-0.41,30,
2018-10-01,Broncos,Chiefs,1,4:46,4,8,DEN 27,3-3,Marquette King punts 51 yards returned by Tyreek Hill for 37 yards (tackle by Joseph Jones),,-1.570,-2.850,-1.28,51,37
2018-10-01,Chiefs,Broncos,1,4:19,4,10,DEN 41,3-3,Dustin Colquitt punts 41 yards touchback,,0.530,-0.280,-0.81,41,
2018-10-01,Broncos,Chiefs,1,0:18,4,5,KAN 48,3-3,Marquette King punts 37 yards out of bounds,,0.070,0.370,.30,37,
2018-10-01,Chiefs,Broncos,2,2:26,4,20,KAN 37,10-10,Dustin Colquitt punts 41 yards returned by Adam Jones for 2 yards (tackle by Demetrius Harris),,-0.910,-0.540,.37,41,2
2018-10-01,Chiefs,Broncos,3,6:47,4,17,DEN 44,13-13,Dustin Colquitt punts 44 yards touchback,,0.330,-0.280,-0.61,44,
2018-10-01,Chiefs,Broncos,3,0:38,4,1,KAN 34,13-20,Dustin Colquitt punts 42 yards fair catch by DaeSean Hamilton,,-1.110,-0.540,.57,42,
2018-10-01,Broncos,Chiefs,4,4:43,4,10,DEN 25,23-20,Marquette King punts 35 yards out of bounds,,-1.700,-1.600,.10,35,
2018-10-04,Colts,Patriots,1,7:27,4,16,CLT 19,0-7,Rigoberto Sanchez punts 45 yards returned by Julian Edelman for 15 yards (tackle by Najee Goode),,-2.140,-2.320,-0.18,45,15
2018-10-04,Patriots,Colts,1,6:16,4,5,CLT 44,7-0,Ryan Allen punts 38 yards fair catch by Chester Rogers,,0.330,0.380,.05,38,
2018-10-04,Patriots,Colts,2,8:03,4,9,NWE 26,14-3,Ryan Allen punts 57 yards returned by Chester Rogers for 5 yards (tackle by Nicholas Grigsby),,-1.630,-0.410,1.22,57,5
2018-10-04,Colts,Patriots,2,5:35,4,20,CLT 12,3-14,Rigoberto Sanchez punts 51 yards returned by Julian Edelman for 10 yards (tackle by Ryan Hewitt). Penalty on J.C. Jackson: Illegal Block Above the Waist 10 yards,,-2.490,-1.070,1.42,51,10
2018-10-04,Colts,Patriots,3,12:51,4,6,CLT 49,3-24,Rigoberto Sanchez punts 46 yards,,-0.130,0.380,.51,46,
2018-10-04,Patriots,Colts,3,11:57,4,6,NWE 9,24-3,Ryan Allen punts 59 yards returned by Chester Rogers for 33 yards (tackle by Brandon King),,-2.490,-3.250,-0.76,59,33
2018-10-04,Patriots,Colts,4,3:09,4,4,NWE 21,38-17,Ryan Allen punts 39 yards out of bounds,,-1.960,-1.600,.36,39,
2018-10-07,Titans,Bills,1,8:01,4,2,OTI 47,0-7,Brett Kern punts 45 yards fair catch by Ray-Ray McCloud,,-0.260,0.380,.64,45,
2018-10-07,Bills,Titans,1,5:19,4,9,BUF 23,7-0,Corey Bojorquez punts 40 yards returned by Nick Williams for 38 yards (tackle by Lafayette Pitts),,-1.830,-3.910,-2.08,40,38
2018-10-07,Bills,Titans,2,12:29,4,8,OTI 45,7-3,Corey Bojorquez punts 45 yards touchback,,0.270,-0.280,-0.55,45,
2018-10-07,Bills,Titans,3,10:03,4,15,OTI 49,7-6,Corey Bojorquez punts 44 yards out of bounds,,0.000,0.380,.38,44,
2018-10-07,Titans,Bills,3,7:02,4,13,OTI 13,6-7,Brett Kern punts 61 yards returned by Ray-Ray McCloud for 8 yards (tackle by Dane Cruikshank),,-2.490,-1.200,1.29,61,8
2018-10-07,Bills,Titans,3,6:40,4,10,BUF 34,7-6,Corey Bojorquez punts 42 yards returned by Nick Williams for 1 yard (tackle by Taiwan Jones),,-1.110,-0.610,.50,42,1
2018-10-07,Giants,Panthers,1,13:08,4,8,NYG 40,0-0,Riley Dixon punts 51 yards returned by Damiere Byrd for -3 yards (tackle by Jawill Davis),,-0.720,0.380,1.10,51,-3
2018-10-07,Panthers,Giants,1,10:33,4,10,CAR 6,0-0,Michael Palardy punts 48 yards returned by Odell Beckham for 15 yards (tackle by J.J. Jansen),,-2.490,-2.980,-0.49,48,15
2018-10-07,Giants,Panthers,2,13:16,4,6,NYG 32,3-14,Riley Dixon punts 48 yards fair catch by Damiere Byrd,,-1.240,-0.280,.96,48,
2018-10-07,Panthers,Giants,3,13:23,4,4,CAR 31,20-13,Michael Palardy punts 55 yards returned by Odell Beckham for 11 yards (tackle by David Mayo). Penalty on Tae Davis: Offensive Holding 7 yards,,-1.310,0.380,1.69,55,11
2018-10-07,Dolphins,Bengals,1,11:43,4,5,MIA 46,0-0,Matt Haack punts 44 yards fair catch by Alex Erickson,,-0.320,0.380,.70,44,
2018-10-07,Dolphins,Bengals,1,3:00,4,7,MIA 35,0-0,Matt Haack punts 50 yards fair catch by Alex Erickson. Penalty on Darqueze Dennard: Offensive Holding 7 yards,,-1.040,0.380,1.42,50,
2018-10-07,Bengals,Dolphins,2,13:40,4,9,CIN 45,0-0,Kevin Huber punts 50 yards,,-0.390,0.380,.77,50,
2018-10-07,Dolphins,Bengals,2,1:21,4,2,CIN 42,7-0,Matt Haack punts 25 yards fair catch by Alex Erickson,,0.460,0.060,-0.40,25,
2018-10-07,Bengals,Dolphins,2,0:40,4,6,CIN 21,0-13,Kevin Huber punts 50 yards returned by Jakeem Grant for 71 yards touchdown,,-1.960,-7.000,-5.04,50,71
2018-10-07,Bengals,Dolphins,3,12:58,4,19,CIN 16,0-14,Kevin Huber punts 36 yards returned by Jakeem Grant for no gain,,-2.390,-2.130,.26,36,
2018-10-07,Dolphins,Bengals,3,3:35,4,1,MIA 34,17-3,Matt Haack punts 58 yards returned by Alex Erickson for 6 yards (tackle by Brandon Bolden). Penalty on Martrell Spaight: Unsportsmanlike Conduct 15 yards,,-1.110,-0.870,.24,58,6
2018-10-07,Dolphins,Bengals,4,7:40,4,8,MIA 45,17-17,Matt Haack punts 32 yards returned by Alex Erickson for 13 yards (tackle by John Denney),,-0.390,-1.330,-0.94,32,13
2018-10-07,Bengals,Dolphins,4,0:43,4,7,CIN 32,27-17,Kevin Huber punts 37 yards returned by Jakeem Grant for 14 yards (tackle by Tyler Kroft),,-1.240,-1.930,-0.69,37,14
2018-10-07,Ravens,Browns,1,11:52,4,7,CLE 42,0-0,Sam Koch punts 33 yards,,0.460,0.380,-0.08,33,
2018-10-07,Browns,Ravens,1,3:01,4,17,RAV 44,0-3,Britton Colquitt punts 28 yards fair catch by Tim White,,0.330,0.140,-0.19,28,
2018-10-07,Ravens,Browns,1,0:48,4,5,RAV 49,3-0,Sam Koch punts 41 yards returned by Jabrill Peppers for no gain. Penalty on Briean Boddy-Calhoun: Offensive Holding 5 yards,,-0.130,0.380,.51,41,
2018-10-07,Browns,Ravens,2,13:32,4,11,CLE 4,0-3,Britton Colquitt punts 59 yards returned by Tim White for 11 yards (tackle by Derrick Kindred),,-2.490,-2.130,.36,59,11
2018-10-07,Ravens,Browns,2,6:13,4,5,RAV 47,3-0,Sam Koch punts 43 yards fair catch by Jabrill Peppers,,-0.260,0.380,.64,43,
2018-10-07,Browns,Ravens,2,3:51,4,6,CLE 14,0-3,Britton Colquitt punts 46 yards fair catch by Tim White,,-2.470,-1.600,.87,46,
2018-10-07,Ravens,Browns,2,2:09,4,7,RAV 43,3-0,Sam Koch punts 47 yards returned by Jabrill Peppers for 12 yards (tackle by Anthony Levine),,-0.520,-0.410,.11,47,12
2018-10-07,Browns,Ravens,3,11:53,4,9,CLE 43,6-3,Britton Colquitt punts 57 yards touchback,,-0.520,-0.280,.24,57,
2018-10-07,Browns,Ravens,4,13:50,4,1,CLE 34,9-6,Britton Colquitt punts 64 yards returned by Tim White for 10 yards (tackle by Charley Hughlett),,-1.110,0.350,1.46,64,10
2018-10-07,Ravens,Browns,4,11:40,4,9,RAV 44,6-9,Sam Koch punts 56 yards touchback,,-0.460,-0.280,.18,56,
2018-10-07,Browns,Ravens,4,9:32,4,9,CLE 32,9-6,Britton Colquitt punts 55 yards returned by Tim White for 13 yards (tackle by Rod Streater),,-1.240,-0.670,.57,55,13
2018-10-07,Ravens,Browns,4,7:35,4,10,RAV 37,6-9,Sam Koch punts 49 yards fair catch by Jabrill Peppers,,-0.910,0.280,1.19,49,
2018-10-07,Browns,Ravens,4,4:39,4,12,CLE 23,9-6,Britton Colquitt punts 44 yards returned by Tim White for 25 yards (tackle by Genard Avery). Penalty on Kenny Young: Illegal Block Above the Waist 10 yards,,-1.830,-1.200,.63,44,25
2018-10-07,Browns,Ravens,5,8:03,4,4,CLE 31,9-9,Britton Colquitt punts 56 yards out of bounds. Penalty on Albert McClellan: Offensive Holding 6 yards,,-1.310,0.380,1.69,56,
2018-10-07,Ravens,Browns,5,4:26,4,12,RAV 45,9-9,Sam Koch punts 41 yards fair catch by Jabrill Peppers,,-0.390,0.280,.67,41,
2018-10-07,Ravens,Browns,5,3:07,4,10,RAV 39,9-9,Sam Koch punts 56 yards returned by Jabrill Peppers for 11 yards (tackle by Anthony Levine),,-0.780,0.140,.92,56,11
2018-10-07,Lions,Packers,2,7:27,4,5,GNB 49,17-0,Sam Martin punts 37 yards fair catch by Tramon Williams,,0.000,0.350,.35,37,
2018-10-07,Lions,Packers,2,1:37,4,11,DET 42,17-0,Sam Martin punts 43 yards fair catch by Tramon Williams,,-0.590,0.220,.81,43,
2018-10-07,Lions,Packers,4,5:59,4,21,DET 14,31-20,Sam Martin punts 53 yards returned by Tramon Williams for 7 yards (tackle by Jalen Reeves-Maybin). Penalty on Josh Jackson: Illegal Block Above the Waist 10 yards,,-2.470,-0.610,1.86,53,7
2018-10-07,Lions,Packers,4,1:15,4,16,GNB 47,31-20,Sam Martin punts 44 yards,,0.130,0.380,.25,44,
2018-10-07,Cowboys,Texans,2,12:07,4,4,DAL 45,6-7,Chris Jones punts 36 yards fair catch by Tyler Ervin,,-0.390,-0.150,.24,36,
2018-10-07,Texans,Cowboys,3,9:37,4,6,HTX 39,10-13,Trevor Daniel punts 61 yards touchback. Penalty on Johnson Bademosi: Illegal Touch Kick,,-0.780,-0.280,.50,61,
2018-10-07,Cowboys,Texans,3,2:42,4,10,DAL 40,13-13,Chris Jones punts 49 yards returned by Tyler Ervin for 13 yards (tackle by Jeff Heath),,-0.720,-0.540,.18,49,13
2018-10-07,Texans,Cowboys,3,1:09,4,1,HTX 33,13-13,Trevor Daniel punts 52 yards returned by Tavon Austin for no gain,,-1.180,0.220,1.40,52,
2018-10-07,Cowboys,Texans,4,13:41,4,8,DAL 28,13-13,Chris Jones punts 48 yards returned by Tyler Ervin for 16 yards,,-1.500,-1.600,-0.10,48,16
2018-10-07,Texans,Cowboys,4,3:40,4,5,HTX 30,16-16,Trevor Daniel punts 47 yards returned by Tavon Austin for 22 yards (tackle by Johnson Bademosi),,-1.370,-1.930,-0.56,47,22
2018-10-07,Cowboys,Texans,4,1:49,4,10,DAL 45,16-16,Chris Jones punts 55 yards touchback. Penalty on Joe Webb: Offensive Holding 10 yards,,-0.390,0.380,.77,55,
2018-10-07,Cowboys,Texans,5,5:40,4,1,HTX 42,16-16,Chris Jones punts 32 yards fair catch by Tyler Ervin,,0.460,0.380,-0.08,32,
2018-10-07,Jaguars,Chiefs,1,12:09,4,10,JAX 33,0-0,Logan Cooke punts 40 yards out of bounds,,-1.180,-0.740,.44,40,
2018-10-07,Jaguars,Chiefs,1,4:29,4,16,KAN 37,0-7,Logan Cooke punts 25 yards returned by Tyreek Hill for 2 yards,,0.790,0.280,-0.51,25,2
2018-10-07,Chiefs,Jaguars,3,13:20,4,25,KAN 24,20-0,Dustin Colquitt punts 53 yards fair catch by Jaydon Mickens,,-1.770,-0.480,1.29,53,
2018-10-07,Jaguars,Chiefs,3,11:10,4,8,KAN 45,0-20,Logan Cooke punts 43 yards out of bounds,,0.270,0.380,.11,43,
2018-10-07,Chiefs,Jaguars,4,1:13,4,7,KAN 34,30-14,Dustin Colquitt punts 63 yards returned by Jaydon Mickens for 6 yards (tackle by Damien Williams),,-1.110,0.380,1.49,63,6
2018-10-07,Broncos,Jets,1,11:32,4,6,NYJ 46,0-0,Colby Wadman punts 29 yards out of bounds,,0.200,0.060,-0.14,29,
2018-10-07,Broncos,Jets,2,14:06,4,12,NYJ 43,7-0,Colby Wadman punts 20 yards out of bounds,,0.400,-0.480,-0.88,20,
2018-10-07,Broncos,Jets,2,11:43,4,17,DEN 32,7-7,Colby Wadman punts 45 yards fair catch by Andre Roberts,,-1.240,-0.480,.76,45,
2018-10-07,Broncos,Jets,2,9:17,4,18,DEN 17,7-14,Colby Wadman punts 49 yards returned by Andre Roberts for 7 yards (tackle by Keishawn Bierria),,-2.320,-1.660,.66,49,7
2018-10-07,Jets,Broncos,2,8:12,4,7,NYJ 44,14-7,Lac Edwards punts 43 yards returned by Adam Jones for 1 yard (tackle by Trenton Cannon),,-0.460,0.280,.74,43,1
2018-10-07,Broncos,Jets,2,0:31,4,13,DEN 46,10-21,Colby Wadman punts 50 yards returned by Andre Roberts for 3 yards (tackle by Dymonte Thomas). Penalty on Doug Middleton: Illegal Block Above the Waist 3 yards,,-0.320,0.380,.70,50,3
2018-10-07,Broncos,Jets,3,11:34,4,17,NYJ 49,10-21,Colby Wadman punts 34 yards fair catch by Trenton Cannon,,0.000,0.220,.22,34,
2018-10-07,Broncos,Jets,3,2:44,4,5,DEN 30,10-24,Colby Wadman punts 45 yards returned by Andre Roberts for 10 yards (tackle by Andy Janovich). Penalty on Joseph Jones: Ineligible Downfield Kick 5 yards,,-1.370,-1.600,-0.23,45,10
2018-10-07,Jets,Broncos,3,1:09,4,1,NYJ 49,24-10,Lac Edwards punts 46 yards fair catch by DaeSean Hamilton,,-0.130,0.380,.51,46,
2018-10-07,Broncos,Jets,3,0:07,4,10,DEN 5,10-24,Colby Wadman punts 57 yards returned by Andre Roberts for 51 yards (tackle by Joseph Jones),,-2.490,-4.840,-2.35,57,51
2018-10-07,Jets,Broncos,4,2:21,4,8,DEN 45,34-16,Lac Edwards punts 45 yards touchback,,0.270,-0.280,-0.55,45,
2018-10-07,Eagles,Vikings,1,7:15,4,22,PHI 8,0-0,Cameron Johnston punts 55 yards returned by Mike Hughes for 13 yards (tackle by Avonte Maddox),,-2.490,-2.260,.23,55,13
2018-10-07,Eagles,Vikings,1,3:01,4,2,PHI 33,0-3,Cameron Johnston punts 57 yards,,-1.180,0.380,1.56,57,
2018-10-07,Vikings,Eagles,2,14:46,4,6,MIN 24,3-0,Matt Wile punts 43 yards,,-1.770,-1.140,.63,43,
2018-10-07,Eagles,Vikings,2,2:56,4,12,PHI 24,3-10,Cameron Johnston punts 41 yards returned by Brandon Zylstra for 9 yards (tackle by Rick Lovato),,-1.770,-1.860,-0.09,41,9
2018-10-07,Vikings,Eagles,3,1:27,4,4,MIN 31,20-6,Matt Wile punts 35 yards out of bounds,,-1.310,-1.200,.11,35,
2018-10-07,Eagles,Vikings,4,9:17,4,25,MIN 45,14-20,Cameron Johnston punts 34 yards fair catch by Adam Thielen,,0.270,0.370,.10,34,
2018-10-07,Falcons,Steelers,1,5:24,4,13,PIT 45,0-6,Matthew Bosher punts 39 yards. Penalty on Roosevelt Nix: Offensive Holding 3 yards,,0.270,0.380,.11,39,
2018-10-07,Steelers,Falcons,2,10:31,4,4,PIT 31,13-7,Jordan Berry punts 51 yards returned by Justin Hardy for 3 yards (tackle by Brian Allen),,-1.310,-0.340,.97,51,3
2018-10-07,Steelers,Falcons,2,2:21,4,1,PIT 34,13-10,Jordan Berry punts 55 yards returned by Justin Hardy for no gain,,-1.110,0.370,1.48,55,
2018-10-07,Falcons,Steelers,2,1:50,4,2,ATL 19,10-13,Matthew Bosher punts 36 yards out of bounds. Penalty on Russell Gage: Kick Catch Interference 15 yards,,-2.140,-2.920,-0.78,36,
2018-10-07,Falcons,Steelers,3,10:56,4,4,ATL 43,10-13,Matthew Bosher punts 42 yards fair catch by Ryan Switzer,,-0.520,0.220,.74,42,
2018-10-07,Falcons,Steelers,3,2:49,4,9,ATL 22,10-20,Matthew Bosher punts blocked by Roosevelt Nix recovered by Matthew Bosher,,-1.900,-4.370,-2.47,0,
2018-10-07,Steelers,Falcons,4,4:06,4,10,ATL 39,34-17,Jordan Berry punts 37 yards,,0.660,0.380,-0.28,37,
2018-10-07,Raiders,Chargers,1,8:01,4,10,RAI 36,0-3,Johnny Townsend punts 51 yards returned by Desmond King for 8 yards (tackle by Dwayne Harris),,-0.980,-0.340,.64,51,8
2018-10-07,Chargers,Raiders,1,3:36,4,11,RAI 45,3-0,Donnie Jones punts 27 yards fair catch by Dwayne Harris,,0.270,-0.040,-0.31,27,
2018-10-07,Chargers,Raiders,2,11:13,4,2,SDG 32,3-3,Donnie Jones punts 59 yards returned by Dwayne Harris for 2 yards (tackle by Austin Ekeler),,-1.240,0.370,1.61,59,2
2018-10-07,Raiders,Chargers,2,8:50,4,3,RAI 18,3-3,Johnny Townsend punts 50 yards returned by Desmond King for 18 yards (tackle by Erik Harris),,-2.240,-2.260,-0.02,50,18
2018-10-07,Chargers,Raiders,2,7:51,4,12,SDG 48,3-3,Donnie Jones punts 43 yards fair catch by Dwayne Harris,,-0.190,0.380,.57,43,
2018-10-07,Raiders,Chargers,2,6:20,4,7,RAI 12,3-3,Johnny Townsend punts 46 yards returned by Desmond King for 3 yards (tackle by Derek Carrier),,-2.490,-1.930,.56,46,3
2018-10-07,Raiders,Chargers,3,13:34,4,17,RAI 20,3-17,Johnny Townsend punts 50 yards returned by Desmond King for 6 yards (tackle by Derek Carrier). Penalty on Nick Dzubnar: Illegal Block Above the Waist 10 yards,,-2.030,-0.670,1.36,50,6
2018-10-07,Rams,Seahawks,1,13:38,4,4,RAM 45,0-0,Johnny Hekker punts 38 yards returned by Tyler Lockett for -3 yards (tackle by Samson Ebukam),,-0.390,0.280,.67,38,-3
2018-10-07,Seahawks,Rams,1,12:03,4,6,SEA 18,0-0,Michael Dickson punts 5 yards returned by Marqui Christian for 11 yards (tackle by Jacob Martin),,-2.240,-4.780,-2.54,5,11
2018-10-07,Seahawks,Rams,2,14:56,4,3,SEA 45,7-7,Michael Dickson punts 55 yards touchback,,-0.390,-0.280,.11,55,
2018-10-07,Seahawks,Rams,4,10:41,4,18,SEA 28,31-30,Michael Dickson punts 54 yards fair catch by Robert Woods,,-1.500,-0.040,1.46,54,
2018-10-07,Seahawks,Rams,4,3:38,4,23,RAM 45,31-33,Michael Dickson punts 24 yards,,0.270,-0.340,-0.61,24,
2018-10-07,Cardinals,49ers,1,7:31,4,7,SFO 40,7-6,Andy Lee punts 35 yards,,0.590,0.380,-0.21,35,
2018-10-07,49ers,Cardinals,1,5:40,4,21,SFO 11,6-7,Bradley Pinion punts 40 yards returned by Christian Kirk for 1 yard (tackle by Mark Nzeocha). Penalty on Brandon Williams: Illegal Block Above the Waist 10 yards,,-2.490,-1.530,.96,40,1
2018-10-07,Cardinals,49ers,1,3:05,4,4,SFO 45,7-6,Andy Lee punts 35 yards out of bounds,,0.270,0.380,.11,35,
2018-10-07,49ers,Cardinals,2,9:39,4,9,SFO 26,6-14,Bradley Pinion punts 46 yards fair catch by Christian Kirk,,-1.630,-0.810,.82,46,
2018-10-07,Cardinals,49ers,2,7:43,4,9,CRD 29,14-6,Andy Lee punts 50 yards fair catch by Trent Taylor. Penalty on Rudy Ford: Fair Catch Interference 15 yards,,-1.440,-1.330,.11,50,
2018-10-07,49ers,Cardinals,2,5:34,4,17,SFO 44,6-14,Bradley Pinion punts 50 yards,,-0.460,0.380,.84,50,
2018-10-07,Cardinals,49ers,2,3:55,4,3,CRD 13,14-6,Andy Lee punts 51 yards returned by Trent Taylor for no gain,,-2.490,-1.330,1.16,51,
2018-10-07,49ers,Cardinals,2,0:50,4,7,CRD 41,6-14,Bradley Pinion punts 41 yards touchback,,0.530,-0.280,-0.81,41,
2018-10-07,Cardinals,49ers,3,13:15,4,3,CRD 32,14-6,Andy Lee punts 52 yards returned by Trent Taylor for 3 yards (tackle by Zeke Turner),,-1.240,-0.150,1.09,52,3
2018-10-07,Cardinals,49ers,4,12:47,4,5,SFO 42,14-6,Andy Lee punts 25 yards,,0.460,0.060,-0.40,25,
2018-10-07,Cardinals,49ers,4,5:58,4,7,CRD 28,14-12,Andy Lee punts 40 yards,,-1.500,-1.070,.43,40,
2018-10-08,Redskins,Saints,1,14:03,4,8,WAS 27,0-0,Tress Way punts 37 yards returned by Alvin Kamara for no gain,,-1.570,-1.330,.24,37,
2018-10-08,Redskins,Saints,2,2:53,4,7,WAS 25,6-20,Tress Way punts 37 yards fair catch by Alvin Kamara. Penalty on David Onyemata: Running Into the Kicker (Declined),,-1.700,-1.470,.23,37,
2018-10-08,Redskins,Saints,2,1:55,4,9,WAS 47,6-26,Tress Way punts 36 yards fair catch by Alvin Kamara,,-0.260,0.060,.32,36,
2018-10-11,Eagles,Giants,1,7:01,4,9,50,7-3,Cameron Johnston punts 41 yards fair catch by Odell Beckham,,-0.060,0.380,.44,41,
2018-10-11,Giants,Eagles,1,5:03,4,3,NYG 16,3-7,Riley Dixon punts 51 yards returned by DeAndre Carter for 23 yards (tackle by Nathan Stupar),,-2.390,-2.650,-0.26,51,23
2018-10-11,Giants,Eagles,1,0:25,4,5,NYG 30,3-14,Riley Dixon punts 52 yards returned by DeAndre Carter for 2 yards (tackle by Jawill Davis),,-1.370,-0.280,1.09,52,2
2018-10-11,Eagles,Giants,2,13:40,4,4,PHI 26,14-3,Cameron Johnston punts 52 yards,,-1.630,-0.410,1.22,52,
2018-10-11,Giants,Eagles,2,9:59,4,8,NYG 39,3-14,Riley Dixon punts 50 yards returned by DeAndre Carter for 3 yards (tackle by Antonio Hamilton),,-0.780,0.280,1.06,50,3
2018-10-11,Giants,Eagles,2,3:15,4,16,NYG 19,6-21,Riley Dixon punts 50 yards returned by DeAndre Carter for 19 yards (tackle by Sean Chandler),,-2.140,-2.260,-0.12,50,19
2018-10-11,Eagles,Giants,4,10:18,4,6,PHI 22,34-13,Cameron Johnston punts 50 yards returned by Odell Beckham for 9 yards (tackle by Dallas Goedert),,-1.900,-1.400,.50,50,9
2018-10-11,Eagles,Giants,4,1:53,4,8,PHI 29,34-13,Cameron Johnston punts 53 yards returned by Odell Beckham for -8 yards (tackle by Joshua Perkins),,-1.440,0.380,1.82,53,-8
2018-10-14,Buccaneers,Falcons,2,10:54,4,7,TAM 28,6-14,Bryan Anger punts 44 yards returned by Justin Hardy for 14 yards (tackle by Adarius Taylor),,-1.500,-1.730,-0.23,44,14
2018-10-14,Falcons,Buccaneers,2,3:34,4,1,ATL 10,21-6,Matthew Bosher punts 51 yards returned by DeSean Jackson for 9 yards (tackle by Justin Bethel),,-2.490,-2.130,.36,51,9
2018-10-14,Falcons,Buccaneers,3,13:16,4,15,ATL 12,24-13,Matthew Bosher punts 54 yards returned by Adam Humphries for 6 yards (tackle by Justin Bethel),,-2.490,-1.600,.89,54,6
2018-10-14,Falcons,Buccaneers,3,6:56,4,25,ATL 23,24-13,Matthew Bosher punts 37 yards out of bounds,,-1.830,-1.600,.23,37,
2018-10-14,Falcons,Buccaneers,3,0:29,4,6,ATL 47,24-16,Matthew Bosher punts 38 yards,,-0.260,0.220,.48,38,
2018-10-14,Steelers,Bengals,1,10:58,4,9,CIN 44,0-0,Jordan Berry punts 32 yards fair catch by Alex Erickson. Penalty on Kameron Canaday: Offensive Holding 10 yards,,0.330,-0.410,-0.74,32,
2018-10-14,Bengals,Steelers,1,10:05,4,10,CIN 22,0-0,Kevin Huber punts 62 yards,,-1.900,0.140,2.04,62,
2018-10-14,Steelers,Bengals,1,9:07,4,8,PIT 18,0-0,Jordan Berry punts 36 yards out of bounds,,-2.240,-1.990,.25,36,
2018-10-14,Bengals,Steelers,2,10:22,4,5,PIT 43,7-7,Kevin Huber punts 33 yards fair catch by Ryan Switzer,,0.400,0.380,-0.02,33,
2018-10-14,Steelers,Bengals,2,8:36,4,1,PIT 19,7-7,Jordan Berry punts 69 yards returned by Alex Erickson for 19 yards (tackle by Vance McDonald). Penalty on Tony McRae: Illegal Block Above the Waist 9 yards,,-2.140,0.380,2.52,69,19
2018-10-14,Bengals,Steelers,2,5:36,4,6,CIN 31,7-7,Kevin Huber punts 51 yards returned by Ryan Switzer for 7 yards (tackle by Malik Jefferson),,-1.310,-0.610,.70,51,7
2018-10-14,Bengals,Steelers,3,13:21,4,1,PIT 40,14-14,Kevin Huber punts 28 yards fair catch by Ryan Switzer,,0.590,0.350,-0.24,28,
2018-10-14,Bengals,Steelers,3,5:27,4,10,CIN 28,14-17,Kevin Huber punts 63 yards returned by Ryan Switzer for 15 yards (tackle by Jordan Evans),,-1.500,-0.540,.96,63,15
2018-10-14,Steelers,Bengals,3,0:16,4,10,CIN 45,17-14,Jordan Berry punts 35 yards fair catch by Alex Erickson. Penalty on Kameron Canaday: Offensive Holding 10 yards,,0.270,-0.280,-0.55,35,
2018-10-14,Bengals,Steelers,4,9:26,4,15,PIT 45,14-17,Kevin Huber punts 33 yards fair catch by Ryan Switzer,,0.270,0.350,.08,33,
2018-10-14,Browns,Chargers,1,12:54,4,12,CLE 35,0-0,Britton Colquitt punts 54 yards returned by Desmond King for 32 yards (tackle by Seth Devalve),,-1.040,-1.800,-0.76,54,32
2018-10-14,Browns,Chargers,1,7:15,4,8,SDG 38,0-7,Britton Colquitt punts 34 yards,,0.720,0.380,-0.34,34,
